game;author;playtime_at_review;timestamp_updated;language;review;votes_up;votes_funny;voted_up;weighted_vote_score;written_during_early_access;steam_purchase;received_for_free
730;76561199112010137;20453;1721433659;brazilian;Bão demais;0;0;True;0;False;True;False
730;76561199741743505;2750;1721433009;brazilian;Jogo muito bom;1;1;True;0.523809552192687988;False;True;False
730;76561198165331434;42724;1721431974;brazilian;;0;0;True;0;False;True;False
730;76561197973836825;93002;1721430961;brazilian;fps raiz, melhor fps de todos;0;0;True;0;False;True;False
730;76561199693748315;4780;1721426812;brazilian;UMA MERDA DEU BAN DE 7 DIASD;0;1;False;0;False;True;False
730;76561198424573382;7035;1721424770;brazilian;top;0;0;True;0;False;True;False
730;76561198843444385;14082;1721422517;brazilian;Como fã de longa data da série Counter-Strike, fiquei animado ao experimentar CS2. A nova versão traz diversas melhorias e mudanças que elevam a experiência de jogo. Aqui estão alguns pontos que se destacam:Gráficos e Visuals:Os gráficos de CS2 são significativamente melhores que os do CS. A atenção aos detalhes, as novas texturas e os efeitos de iluminação tornam os mapas mais bonitos e imersivos.Jogabilidade:A jogabilidade mantém a essência clássica de Counter-Strike, com algumas melhorias que deixam o jogo mais fluido e responsivo. A mecânica de tiro foi refinada, proporcionando uma experiência de combate mais precisa e satisfatória.Performance:CS2 tem uma boa performance geral, rodando bem na maioria dos sistemas. No entanto, encontrei alguns problemas de lag e travamentos ocasionais, que espero que sejam resolvidos em futuras atualizações.Modos de Jogo:A variedade de modos de jogo continua excelente, com novas adições que trazem frescor à experiência. Tanto os modos casuais quanto os competitivos são divertidos e bem balanceados.Comunidade e Competitividade:A comunidade de CS2 é ativa e competitiva. O sistema de matchmaking foi aprimorado, tornando as partidas mais justas. Ainda assim, a presença de jogadores tóxicos pode ser um problema, algo que a equipe de desenvolvimento deve continuar combatendo.Atualizações e Suporte:A equipe de desenvolvimento tem mostrado comprometimento com o jogo, lançando atualizações frequentes e corrigindo bugs. A comunicação com a comunidade é clara e transparente, o que é sempre um ponto positivo.Conclusão:CS2 é uma evolução digna da série Counter-Strike. Com melhorias gráficas, jogabilidade refinada e uma comunidade vibrante, ele oferece uma experiência de jogo sólida para veteranos e novatos. Apesar de alguns problemas de performance e comportamento tóxico na comunidade, o jogo é altamente recomendável.;0;0;True;0;False;True;False
730;76561198850922943;107846;1721422115;brazilian;jogo ruim e viciante;0;0;False;0;False;True;False
730;76561198375691463;508;1721420725;brazilian;bom;0;0;True;0;False;True;False
730;76561199698411244;7429;1721420254;brazilian;otimo;0;0;True;0;False;True;True
730;76561198400736405;111462;1721417161;brazilian;p;0;0;True;0;False;True;True
730;76561199733561067;1421;1721413615;brazilian;mt bom;0;0;True;0;False;True;False
730;76561199740245547;650;1721413556;brazilian;muito bom game;0;0;True;0;False;True;False
730;76561198097551080;9048;1721413352;brazilian;jogo muito bom, porem desanimador, quando vemos jogadores utilizando subterfúgios para ter vantagens, como ver através das paredes,mira automatizada diretamente apontando para cabeça do seu oponente, espero que a empresa desenvolvedora procure extinguir essa pratica bizarra do jogo;0;0;True;0;False;True;False
730;76561199122704861;23487;1721412184;brazilian;Show the balls;0;0;True;0;False;True;False
730;76561199648955024;28161;1721410124;brazilian;Esse jogo me tornou tóxico, não recomendo;2;0;True;0.545454561710357666;False;True;False
730;76561198076715276;4479;1721409859;brazilian;BEST ALL TIME!;0;0;True;0;False;True;True
730;76561199357654448;49289;1721406727;brazilian;aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;0;0;True;0;False;True;False
730;76561198154365080;36560;1721403462;brazilian;é bom;0;0;True;0;False;True;False
730;76561199689525386;7861;1721400623;brazilian;top;0;0;True;0;False;True;False
730;76561199211419989;11412;1721400419;brazilian;Existem muitos xiters, a cada tres partidas competitivas 1 tem xiters, muito descarados e o pior, não existem ações para eliminarem os mesmos.De resto, é fps e dar bala é legal.;0;0;True;0;False;True;False
730;76561197960481054;892;1721395783;brazilian;top;0;0;True;0;False;True;False
730;76561198985582030;230633;1721394930;brazilian;bom;0;0;True;0;False;True;True
730;76561199658643496;7506;1721392532;brazilian;bom;0;0;True;0;False;True;False
730;76561199039009375;15204;1721390931;brazilian;jogo top dasgalaxiz;0;0;True;0;False;True;False
730;76561199691512084;1743;1721363908;brazilian;baum demaisi;0;0;True;0;False;True;False
730;76561198831532460;33674;1721356655;brazilian;Jogo infestado de hackers. Valve não da uma assistência pro jogo.;0;0;False;0;False;True;False
730;76561198357773531;273912;1721354005;brazilian;Respeita o CS. Cs tem história no mundo gamer.;0;0;True;0;False;True;False
730;76561199081800569;7386;1721352199;brazilian;estressa mais e bao;0;0;True;0;False;True;False
730;76561198131627178;74643;1721351645;brazilian;VAS;0;0;True;0;False;True;False
730;76561199744088699;335;1721351540;brazilian;good game;0;0;True;0;False;True;False
730;76561198310048456;26871;1721349961;brazilian;chato p krl;0;0;False;0;False;True;False
730;76561199177117128;6703;1721349162;brazilian;maneiro;0;0;True;0;False;True;False
730;76561199744584537;202;1721347588;brazilian;Jogo que fez parte da minha infancia, nunca irei abandonar;0;0;True;0;False;True;False
730;76561199624380206;8593;1721345676;brazilian;Muito Cheater no jogo, muitas partidas estão impossiveis de jogar!;0;0;False;0;False;True;False
730;76561199698160546;2765;1721345269;brazilian;melhor dos tempos;0;0;True;0;False;True;False
730;76561199590741606;29916;1721344733;brazilian;Melhoria no anti-cheat.;0;0;True;0;False;True;False
730;76561198376537202;88521;1721342100;brazilian;bommmmmmmm;0;0;True;0;False;True;False
730;76561199688289501;4661;1721341935;brazilian;bem bom;0;0;True;0;False;True;False
730;76561198047161016;872;1721339457;brazilian;show de bola. basta balancear para os Majors;0;0;True;0;False;True;False
730;76561199620468594;992;1721337777;brazilian;///;0;0;True;0;False;True;True
730;76561199521485172;1538;1721337509;brazilian;mr;0;0;False;0;False;True;False
730;76561199712725439;3518;1721335682;brazilian;bom jogo;0;0;True;0;False;True;False
730;76561199139295614;97928;1721332248;brazilian;2;0;0;True;0;False;True;True
730;76561199400618574;19195;1721331179;brazilian;perfeito;1;0;True;0.523809552192687988;False;True;False
730;76561198889967735;81833;1721330210;brazilian;único jogo que eu jogo;0;0;True;0;False;True;False
730;76561198115236815;7051;1721325034;brazilian;Muito bom;0;0;True;0;False;True;False
730;76561199124046847;7315;1721318693;brazilian;manda um gelin agachado e dps subir um capa;0;0;True;0;False;True;False
730;76561198797892149;34734;1721318409;brazilian;.;0;0;True;0;False;True;False
730;76561197995320944;79008;1721317271;brazilian;Sempre bom , falta somente inovações .;0;0;True;0;False;True;False
730;76561199601259201;6793;1721316973;brazilian;jogo com mecanicas maravilhosas;0;0;True;0;False;True;False
730;76561198081993445;9836;1721316031;brazilian;otima jogabilidade;0;0;True;0;False;True;False
730;76561198843273478;1837;1721304554;brazilian;jogo muito bom mas ta cheio de boludo;0;0;True;0;False;True;True
730;76561198265291597;113556;1721296237;brazilian;JOGO BAUM, PO JOGA;0;0;True;0;False;True;False
730;76561199512613709;698;1721295658;brazilian;ok;0;0;True;0;False;True;False
730;76561199234717355;44403;1721281796;brazilian;o que eu não gostei foeam o hackers, fora os hackers só alegria;0;0;True;0;False;True;False
730;76561199124636294;8402;1721279600;brazilian;muito hacker, mas bom;0;0;True;0;False;True;False
730;76561199434683463;10774;1721277073;brazilian;jogo nojento de tantos bugs e hacks comunidade toxica para um crlh mas msm assim nao consigo parar de jg ruim mas viciante;0;0;True;0;False;True;False
730;76561199176929401;19805;1721273853;brazilian;Top demaissss;1;0;True;0.523809552192687988;False;True;False
730;76561199697992353;1800;1721267312;brazilian;daora;0;0;True;0;False;True;False
730;76561199337926633;673;1721267064;brazilian;otimo jogo para jogar com amigos;0;0;True;0;False;True;False
730;76561199546677929;8282;1721266521;brazilian;gostei muito;0;0;True;0;False;True;False
730;76561199603793429;16881;1721263812;brazilian;jogo ruim, so piorou, volta 1.6;1;0;False;0;False;True;False
730;76561198085898405;5837;1721261546;brazilian;cheio de hacker, empresa não cuida do unico jogo de tiro ativo deles, cheio de hack, o game não tem um balanceio descente, cheio de hack, eu como um prata e com 100 horas de jogo tava caindo com players de 2000 horas de jogo e tbm não sei se ja falei isso, mas o game ta cheio de hack, infelizmente o cs2 ta em um estado INJOGAVEL, quer jogar algo de tiro? vai para o vava, la tem menos estresse;0;0;False;0;False;True;False
730;76561198827569115;12782;1721260640;brazilian;Melhor jogo sempre;0;0;True;0;False;True;False
730;76561198361569470;248711;1721259279;brazilian;Jogo otimo;1;0;True;0.523809552192687988;False;True;True
730;76561199662534826;13844;1721258776;brazilian;Pixca xereca quando vê o parfal;0;0;True;0;False;True;False
730;76561197994189531;34597;1721258595;brazilian;jogo cheio de pessoas utilizando trapaça/hack. É impossível jogar uma partida sem 1 jogador de hack.  Counter-strike já foi melhor.;0;0;False;0.476190477609634399;False;True;False
730;76561198841019827;629;1721256643;brazilian;show;0;0;True;0;False;True;False
730;76561199365454118;3595;1721256152;brazilian;dazora;1;0;True;0.523809552192687988;False;True;False
730;76561199024676096;7308;1721254495;brazilian;Jogo Entermanete de Chit Comprei Premir para tentar jogar sem CHIT TODO MUNDO FALANDO QUE NESSE JOGO NINGUEM TOMA BAN TODO MUNDO UTILIZANDO HACKS AI PERDE A GRAÇA DO JOGO LAMENTABLE;0;0;False;0;False;True;False
730;76561199651928521;2823;1721253984;brazilian;SIM;0;0;True;0;False;True;True
730;76561199080841158;13087;1721253209;brazilian;Good Game;0;0;True;0;False;True;False
730;76561198125104001;46499;1721252485;brazilian;é mt bom kkk;0;0;True;0;False;True;False
730;76561199744275143;74;1721249140;brazilian;Game ótimo com varias mecânicas diferentes de spray de armas como de granadas também o único problema é o enorme numero de Hackers durante as partidas.;1;1;True;0.523809552192687988;False;True;False
730;76561199307294045;129179;1721247875;brazilian;niceee;0;0;True;0;False;True;False
730;76561197963736654;58;1721237572;brazilian;.;0;0;True;0;False;True;False
730;76561197960480961;34;1721234406;brazilian;muito maneiro;0;0;True;0;False;True;False
730;76561199040242111;151074;1721233301;brazilian;volta csgo;0;0;False;0;False;True;False
730;76561198998559591;9953;1721231376;brazilian;Game sempre em evolução pessoal e coletiva!As vezes odeio esse jogo;1;0;True;0.523809552192687988;False;True;False
730;76561198044418184;5768;1721231125;brazilian;Muito bom relembrar minha época de militar #bolsonaropresidente;1;0;True;0.523809552192687988;False;True;False
730;76561199642462922;32430;1721231045;brazilian;+rep;0;0;True;0;False;True;False
730;76561198152297794;44903;1721226537;brazilian;Bom;1;0;True;0.523809552192687988;False;True;False
730;76561198371983895;131797;1721221697;brazilian;bão pra passar raiva;0;0;True;0;False;True;False
730;76561198282251348;50954;1721220633;brazilian;jogo todo bugado, cheio de problemas e um monte de maluco xitando até o talo e nada acontece. é difícil acreditar que esse jogo tem mais de 20 anos e é o carro chefe de uma empresa grande como a valve, esse delírio coletivo chamado cs2 nunca deveria ter acontecido. saudades csgo.;4;1;False;0.565748631954193115;False;True;False
730;76561198039339238;16613;1721220523;brazilian;Muito bom depois de um dia cansativo e estressante, você entra no jogo pra tomar um p@u e sai mais estressado e vai dormir com raiva. Ótimo pra jogar com os amigos e se xingar mutuamente;9;3;True;0.637625515460968018;False;True;False
730;76561199743558805;213;1721220287;brazilian;muito top;1;0;True;0.523809552192687988;False;True;True
730;76561199373704317;7612;1721201302;brazilian;VTMNC VALVE, CADE A PORRA DO ANTI CHEAT NESSA MERDA DESSE JOGO CARALHO, PORRA 5 PARTIDA SEGUIDAS EU CAI COM HACKERS NESSA MERDA, NEM NA DROGA DO FALIDO DO VALORANT TEM TANTO CHEATER IGUAL A ESSE JOGO, SÓ REGRESSO;0;0;False;0;False;True;True
730;76561199130129936;1611;1721195642;brazilian;Reconendo!;0;0;True;0;False;True;False
730;76561198987471540;11704;1721188045;brazilian;horrivel;0;0;True;0;False;True;False
730;76561198307699573;58129;1721187686;brazilian;sou home moss;0;0;False;0;False;True;False
730;76561198886041392;8711;1721187140;brazilian;Jogo apenas para ganhar os baús;0;0;False;0;False;True;False
730;76561199579756623;14837;1721187127;brazilian;muy bueno;0;0;True;0;False;True;False
730;76561199407615843;29900;1721186250;brazilian;UM JOGO MUITO BOM TOP MESMO GALERA RECOMENDO MUITO MESMO;0;0;True;0;False;True;False
730;76561199000313483;60179;1721186241;brazilian;melhor jogo;0;0;True;0;False;True;False
730;76561198152307501;11184;1721185267;brazilian;jogo bom!;0;0;True;0;False;True;False
730;76561198356903173;29729;1721183969;brazilian;.l.;0;0;True;0;False;True;False
730;76561198067114146;110959;1721183496;brazilian;Ah, Counter Strike 2, o paraíso dos gráficos bonitos e das habilidades duvidosas! Um jogo tão bom que consegue transformar um teclado novinho em sucata e deixar qualquer jogador à beira da insanidade mental em questão de minutos.Imagina só: você está lá, apreciando os belos pixels quando, de repente, um jogador com reflexos dignos de um gato em modo turbo te elimina sem dó nem piedade. É nessa hora que você percebe que todo o treino foi em vão e que talvez seria mais fácil ter se tornado um influenciador digital no TikTok, criando vídeos de dança e comédia, do que tentar entender como aquele jogador conseguiu te acertar com uma bala que parecia ter contornado todas as leis da física do jogo.Mas ah, o amor pelo CS2 é inabalável, não é mesmo? Mesmo que te faça jurar de pés juntos que vai parar de jogar após a enésima morte inexplicável, lá está você, entrando em outra partida, só para mais um pouquinho de frustração disfarçada de diversão.É um ciclo vicioso e deliciosamente masoquista. Afinal, quem precisa de sanidade mental quando se tem headshots e granadas estrategicamente lançadas? Counter Strike 2: onde a raiva encontra o prazer e onde quebrar teclados é um ritual de passagem.;0;0;True;0;False;True;False
730;76561199226615899;5132;1721181856;brazilian;so fecha essa merda;0;0;False;0;False;True;False
730;76561198164917209;68479;1721177890;brazilian;Precisando melhorar o anti cheat!;1;0;True;0.523809552192687988;False;True;False
730;76561198216862749;8899;1721176582;brazilian;o jogo e otimo!;0;0;True;0;False;True;False
730;76561199635429854;26260;1721175383;brazilian;"""";0;0;True;0;False;True;False
730;76561197965513352;1838;1721175171;brazilian;cadê nova operação gabe?;0;0;True;0;False;True;False
730;76561198384832798;31584;1721174047;brazilian;legal;0;0;True;0;False;True;False
730;76561199521141599;60453;1721172581;brazilian;.;0;0;True;0;False;True;False
730;76561198095386473;30781;1721170767;brazilian;DEPOIS QUE VOLTARAM COM OS MODOS QUE JA EXISTIAM NO CS:GO, FICOU OTIMO.;0;0;True;0;False;True;False
730;76561197994720008;6981;1721167964;brazilian;Jogo muito bom!!;0;0;True;0;False;True;True
730;76561199055608496;1423;1721166469;brazilian;Só jogo de faca.;0;0;True;0;False;True;False
730;76561199661685909;16239;1721163998;brazilian;Melhor fps de todos os tempos.;0;0;True;0;False;True;False
730;76561199204639693;3419;1722374918;brazilian;So tem CHEAT nesse lixo, essa empresa de merda nao BANE ninguem;0;0;False;0;False;True;False
730;76561199544217534;14531;1721159264;brazilian;ootimo;0;0;True;0;False;True;False
730;76561199643108334;9021;1721157024;brazilian;sim;1;0;True;0.523809552192687988;False;True;False
730;76561198930329431;3230;1721155025;brazilian;Melhor jogo de todos os tempos!;1;0;True;0.523809552192687988;False;True;False
730;76561198013387245;18356;1721152581;brazilian;Estressante, caótico, mas muito bom jogo;0;0;True;0;False;True;False
730;76561199680634116;5681;1721151843;brazilian;sIMPLESMENTE CS;0;0;True;0;False;True;False
730;76561198885984578;14659;1721144864;brazilian;Melhor forma de ter um AVC e/ou ou infarto antes do tempo;0;0;True;0;False;True;False
730;76561199446239303;16454;1721144201;brazilian;Jogo muito bom, pena que é repleto de Cheaters, se melhorassem essa questão, certamente seria muito melhor!;0;0;True;0;False;True;False
730;76561199535122806;16390;1721133763;brazilian;top;0;0;True;0;False;True;False
730;76561199627796006;30506;1721131056;brazilian;top, só ta precisando melhorar o anti cheat !;1;0;True;0.523809552192687988;False;True;False
730;76561198213230295;1192;1721129277;brazilian;Achei que faltam cores nos personagens e no mapa durante partida;0;0;True;0;False;True;True
730;76561199079261995;6727;1721107999;brazilian;jogo bom é;0;0;True;0;False;True;False
730;76561199113962357;11840;1721105117;brazilian;reliquia;0;0;True;0;False;True;False
730;76561199671229560;5832;1721100896;brazilian;top;0;0;True;0;False;True;False
730;76561199739173969;1401;1721093661;brazilian;Muito bom e divertido, unico problema sao os hackers;1;0;True;0.523809552192687988;False;True;True
730;76561199256633142;6849;1721090534;brazilian;jogo excelente se voce nao tem vida, mas inegavelmente eh um bom jogo;0;0;True;0;False;True;False
730;76561199697115842;2609;1721090078;brazilian;Precisa melhorar muito na questão do tiro e acerto e tirar os milhares de cheaters que o jogo tem. Está ridiculo;0;0;True;0;False;True;False
730;76561198199004110;1002;1721087634;brazilian;jogão massa;0;0;True;0;False;True;True
730;76561199679863535;9426;1721087482;brazilian;top;0;0;True;0;False;True;False
730;76561198833035881;74348;1721086061;brazilian;Meu amigo disse que se eu postar uma avaliação aqui e conseguir 25 curtidas e 10 prêmios, ele vai me comprar uma RTX 3070 e um quilo de laranjas. Então, tô deixando isso aqui. Me ajuda aí, galera, que o suco de laranja e a jogatina precisam continuar rolando!;0;0;True;0;False;True;False
730;76561198001654886;70199;1721082994;brazilian;Jogo morto sem atualização;0;0;False;0;False;True;False
730;76561198313240440;27849;1721082013;brazilian;Esse jogo fez minha infância, nota 10000;0;0;True;0;False;True;False
730;76561198929210254;7803;1721081723;brazilian;(:;0;0;True;0;False;True;False
730;76561198167595849;18205;1721079795;brazilian;so tem hack e a valve ta cagando pra isso;0;0;False;0;False;True;False
730;76561199205666320;3398;1721076775;brazilian;eu amei, mt melhor q forntie, era oq eu hogacva ,mtmj eapaixand a;0;0;True;0;False;True;False
730;76561199088989427;14465;1721075762;brazilian;sistema de rankeada podre, quem inicia jogo ta fudido;0;0;False;0;False;True;True
730;76561198044760805;20065;1721075608;brazilian;BOMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM;0;0;True;0;False;True;False
730;76561199083988535;13800;1721074594;brazilian;MELHOREM O SUB TICK;0;0;True;0;False;True;False
730;76561199697626165;6286;1721072613;brazilian;mt bm;0;0;True;0;False;True;False
730;76561198334692297;10586;1721071410;brazilian;gostei de dar bom dia no chat de voz, nao gostei quando me ignoraram;0;0;True;0;False;True;False
730;76561197989419636;150;1721071326;brazilian;"CSGO era um jogo perfeito, pena que os cheaters são o fracasso de todo game.CS2 tem um pouco de potêncial, mas me sinto uma ""cobaia"" jogando o game, varias correções, bugs e ainda problema com os cheaters, infelizmente é isso.";1;0;True;0.523809552192687988;False;True;False
730;76561198411369762;10164;1721070945;brazilian;um malucão me matou na smoke pulando e cego.;0;0;True;0;False;True;False
730;76561199105796812;6800;1721070837;brazilian;bom dmaizi;1;0;True;0.523809552192687988;False;True;False
730;76561199070211307;4708;1721069735;brazilian;divertido;0;0;True;0;False;True;False
730;76561198403256962;2903;1721069638;brazilian;Muito Bom e divertido.;0;0;True;0;False;True;False
730;76561199537059654;5542;1721064649;brazilian;CS2;0;1;True;0;False;True;False
730;76561198345377090;226997;1721064267;brazilian;jogo muito bom,deixa um pouco a desejar na otimizaçao do jogo mais continua sendo bom.;0;0;True;0;False;True;False
730;76561198359710792;4067;1721064215;brazilian;hell yeah;0;0;True;0;False;True;False
730;76561198243382442;153831;1721064029;brazilian;Sinistro...;0;0;True;0;False;True;True
730;76561199254935161;6356;1721062554;brazilian;jogo merda, você tem q pagar p jogar sem hack, só tem argentino te xingando de macac0VALVE tá um lixo nesse quesito.;0;0;True;0;False;True;False
730;76561199369117101;12708;1721061985;brazilian;e um jogo muito bom;0;0;True;0;False;True;False
730;76561197968858032;2388;1721056219;brazilian;Melhorou absurdamente, tinha parado de jogar no 1.6 e voltei agora. Continua com muitos cheaters, mas faz parte em todos os jogos.;1;0;True;0.523809552192687988;False;True;False
730;76561198320155767;69781;1721055651;brazilian;Pior anticheat de todos os jogos de tiro da atualidade,nao recomendo jogar partidas acima dos 10k de pontos;1;0;False;0;False;True;False
730;76561199003834357;45635;1721041894;brazilian;Gosto de jogar contra hackers 06:45 am;0;0;True;0;False;True;True
730;76561199706852930;7389;1721035395;brazilian;ㅤ;0;0;True;0;False;True;False
730;76561198733852972;40854;1721027049;brazilian;b0m;0;0;True;0;False;True;False
730;76561199193380802;7561;1721024690;brazilian;👍;0;0;True;0;False;True;False
730;76561198804018047;13553;1721012305;brazilian;muito bom;0;0;True;0;False;True;False
730;76561199719534033;1881;1721011988;brazilian;não curti;0;0;False;0;False;True;False
730;76561199652937990;1457;1721010340;brazilian;Otimo para manter distante xD;1;0;True;0.523809552192687988;False;True;False
730;76561199741861947;359;1721009035;brazilian;Muito bom o jogo prime ta insano;0;0;True;0;False;True;True
730;76561198149634019;20749;1721007268;brazilian;yes;0;0;True;0;False;True;False
730;76561199666251656;8512;1721006460;brazilian;top;0;0;True;0;False;True;False
730;76561198317700836;90201;1721006114;brazilian;Jogo muito brabo;0;0;True;0;False;True;False
730;76561198166272464;2930;1721005267;brazilian;muito bom jogo perfeito sem nenhum cheater;0;0;True;0;False;True;False
730;76561199231974043;3922;1721005035;brazilian;muito massa;0;0;True;0;False;True;False
730;76561199233779137;702;1721004268;brazilian;muito bom e interativo;0;0;True;0;False;True;False
730;76561198092504293;105546;1721004236;brazilian;Eu sou um pai de 45 anos, provavelmente uma das pessoas mais velhas a jogar este jogo. Sou pai solteiro criando meu filho, que agora tem 14 anos. Meu filho ganhou este jogo no Natal de 2021 de seu tio, então o instalamos em seu computador e ele começou a jogar. Até o final da semana ele tinha 24 horas neste jogo. Isso foi horrível para mim, pois já era difícil encontrar maneiras de passar o tempo com meu filho, pois ele está sempre com os amigos ou apenas assistindo ao YouTube. Então eu decidi fazer uma conta no Steam e pegar esse jogo para ver se eu poderia jogar ao lado dele. Eu comprei o jogo, escolhi minha skin e mundo e comecei a jogar, mas eu estava preso no que você deveria fazer. Pedi ajuda ao meu filho e ele organizou um jogo para eu participar. Adorei, pois foi o melhor momento que passei com meu filho desde que minha esposa morreu. Desde então, esse jogo aproximou eu e meu filho novamente e agora passamos um tempo juntos fora de casa também. Este jogo me lembrou que há diversão em tudo, e trouxe muitas lembranças felizes para mim e meu filho!;0;0;True;0;False;True;False
730;76561198117913968;67890;1721003126;brazilian;POGGERS;0;0;True;0;False;True;False
730;76561199109161703;12689;1721001568;brazilian;é.;0;0;True;0;False;True;False
730;76561199735045610;582;1721001176;brazilian;Esse jogo + uma punheta = Perfeição;0;0;True;0;False;True;False
730;76561198392532374;23035;1720999981;brazilian;very good;0;0;True;0;False;True;False
730;76561199627580798;220;1720999734;brazilian;CS:GO era melhor;1;0;True;0.523809552192687988;False;True;False
730;76561198197224758;25703;1720999253;brazilian;CS2 trouxe uma atualização significativa na qualidade gráfica, com novos modelos, texturas e efeitos visuais que melhoram a imersão. A nova engine Source 2 permite um desempenho mais fluido e gráficos mais realistas, a Valve tem se comprometido a fornecer atualizações regulares, corrigindo bugs e adicionando novos conteúdos. Isso mantém o jogo fresco e interessante para os jogadores, algumas coisa a melhorar porem jogo muito bom!;0;0;True;0;False;True;False
730;76561199173079680;11807;1720997368;brazilian;bom, porem com a mecânica mais complicada, tendo que trabalhar muito bem o A e o D nos confrontos, AWP muito roubada com mira instantânea praticamente sem animação de mirar, e a AK-47 do jogo apesar do seu recuo extremamente forte que só da pra pegar treinando mesmo, tem o primeiro disparo com bala torta, mesmo a retícula estando certinha na cabeça de um inimigo a distancia, você erra o tiro devido erro de acerto aleatório da própria AK-47, o jogo esteve a uns meses atras infestado de xiter, porem recentemente as partidas tem aparentado esta mais limpo, o jogo é bom, só falta alguma melhoras como poder modificar melhor o minimapa, teria lanterna da visao dos membros da equipe e mostrar os inimigos quando serem visualizados;0;0;True;0;False;True;False
730;76561199550816888;4182;1720993521;brazilian;top;0;0;True;0;False;True;False
730;76561199470623674;18908;1720992454;brazilian;OH MIO;0;0;True;0;False;True;False
730;76561199102142888;13021;1720989249;brazilian;muito bom;0;0;True;0;False;True;False
730;76561198392570349;1925;1720988140;brazilian;BOM;0;0;True;0;False;True;False
730;76561199601927912;72170;1720986374;brazilian;bom;1;0;True;0.523809552192687988;False;True;False
730;76561199595083924;3902;1720982526;brazilian;lol;0;0;True;0;False;True;False
730;76561198165380871;39802;1720980736;brazilian;muito bom;0;0;True;0;False;True;False
730;76561198145121773;20221;1720980682;brazilian;Não COMPRE PrimeNão faça as Progressão para liberar SpecialNada adianta, muito hac.kDinheiro jogado fora, perca de tempoNÃO GASTE ATOA, NÃO GASTE ATOA Suporte ao jogo, não resolve nada.;4;0;False;0.566666662693023682;False;True;False
730;76561198308126970;21572;1720976735;brazilian;toppp melhor jogo de tiro ate hjjjj.....;0;0;True;0;False;True;True
730;76561199435676421;6618;1720973789;brazilian;good game for kids;0;0;True;0;False;True;False
730;76561197965703222;65613;1720973152;brazilian;CS é o clássico.Muda versão, muda os bugs, mas a trocação ainda é a clássica.Sem firula, esse tem que estar na conta da Steam.;0;0;True;0;False;True;False
730;76561199717837457;4274;1720968435;brazilian;Preferia o csgo. muito mais fluido #FALEITOLEVE;0;0;True;0;False;True;False
730;76561199008434052;3714;1720966982;brazilian;s;0;0;True;0;False;True;False
730;76561199728568890;1178;1720964608;brazilian;melhor jogo recomendo;0;0;True;0;False;True;False
730;76561199570028157;5545;1720964057;brazilian;.;0;0;True;0;False;True;False
730;76561197960480858;1176;1720935195;brazilian;bom;0;0;True;0;False;True;False
730;76561198144542743;9271;1720932677;brazilian;Horrível;0;0;False;0.476190477609634399;False;True;False
730;76561198245803366;6195;1720930480;brazilian;top tirando os hackers;0;0;True;0;False;True;False
730;76561198852864008;22422;1720929823;brazilian;ok;0;0;True;0;False;True;False
730;76561198262385412;77550;1720927662;brazilian;A Valve está enrolando com o anti-cheat, chegou a um nível ridículo pelo tempo de lançamento. Um jogo tão icônico, que movimenta um mercado absurdo, simplesmente negligenciado dessa forma.;1;0;False;0.523809552192687988;False;True;False
730;76561198353550337;27118;1720923860;brazilian;Joguinho Goat;0;0;True;0;False;True;False
730;76561198109045093;7268;1720917602;brazilian;pq ele é top];0;0;True;0;False;True;True
730;76561199731409280;1685;1720916971;brazilian;bom;0;0;True;0;False;True;False
730;76561199442788377;6005;1720915030;brazilian;bom;0;0;True;0;False;True;False
730;76561198141064019;4211;1720913496;brazilian;CHEIO DE HACK, LIGAM A TODO MOMENTO ESTRAGANDO JOGO;0;0;False;0;False;True;False
730;76561199699210687;4427;1720911695;brazilian;Otimo, so tem muito cheaters;0;0;True;0;False;True;False
730;76561199660928479;24259;1720911047;brazilian;uma das maiores referencias em fps c/muitos cheats e a valve não faz nada, jogo fica sem graça dmais;0;0;False;0;False;True;False
730;76561198426657662;4129;1720910717;brazilian;Top;0;0;True;0;False;True;False
730;76561199188233966;4869;1720910591;brazilian;Good;0;0;True;0;False;True;False
730;76561198823951371;46204;1720910332;brazilian;.;0;0;True;0;False;True;False
730;76561198841893167;67319;1720907296;brazilian;Melhor game de fps já inventado !!;0;0;True;0;False;True;False
730;76561199240784653;30860;1720906308;brazilian;brabooooooooooooooooooooooooooooooooo;0;0;True;0;False;True;True
